,cluster,label,# communities,# onto,frames,synsets,framesynset triplets,adj/adv w/o frame,noun/verb w/o frame,communities,docs
90,90,Submitting_documents,6,5,"frame:Submitting_documents: 8
frame:Expertise: 4
frame:First_rank: 3
frame:Importance: 3
frame:Giving: 2
frame:Placing: 2
frame:Topic: 1
frame:Research: 1
frame:Locale_by_use: 1
frame:Documents: 1
frame:Businesses: 1
","wn30:synset-submit-verb-1: 6
wn30:synset-chief-adjectivesatellite-1: 3
wn30:synset-file-verb-1: 2
wn30:synset-by-adverb-1: 2
wn30:synset-writer-noun-1: 2
wn30:synset-paper-noun-1: 2
wn30:synset-contribution-noun-2: 2
wn30:synset-coauthor-noun-1: 1
wn30:synset-angstrom-noun-1: 1
wn30:synset-research-noun-1: 1
wn30:synset-document-noun-1: 1
wn30:synset-subject-noun-1: 1
wn30:synset-Colorado-noun-1: 1
wn30:synset-in-adverb-1: 1
wn30:synset-review-verb-1: 1
wn30:synset-secondary-adjective-1: 1
wn30:synset-user-noun-1: 1
wn30:synset-preferable-adjectivesatellite-1: 1
wn30:synset-expertness-noun-1: 1
wn30:synset-shop-noun-1: 1
wn30:synset-reviewer-noun-1: 1
","wn30:synset-submit-verb-1 - frame:Submitting_documents - frame:Event: 6
wn30:synset-chief-adjectivesatellite-1 - frame:Expertise - frame:Attributes: 3
wn30:synset-chief-adjectivesatellite-1 - frame:Importance: 3
wn30:synset-chief-adjectivesatellite-1 - frame:First_rank: 3
wn30:synset-contribution-noun-2 - frame:Giving - frame:Lose_possession_scenario: 2
wn30:synset-file-verb-1 - frame:Submitting_documents - frame:Event: 2
wn30:synset-file-verb-1 - frame:Placing - frame:Event: 2
wn30:synset-expertness-noun-1 - frame:Expertise - frame:Attributes: 1
wn30:synset-subject-noun-1 - frame:Topic: 1
wn30:synset-document-noun-1 - frame:Documents - frame:Entity: 1
wn30:synset-research-noun-1 - frame:Research - frame:Scrutiny: 1
wn30:synset-shop-noun-1 - frame:Locale_by_use - frame:Locale: 1
wn30:synset-shop-noun-1 - frame:Businesses: 1
","wn30:synset-by-adverb-1: 2
wn30:synset-preferable-adjectivesatellite-1: 1
wn30:synset-in-adverb-1: 1
wn30:synset-secondary-adjective-1: 1
","wn30:synset-paper-noun-1: 2
wn30:synset-writer-noun-1: 2
wn30:synset-coauthor-noun-1: 1
wn30:synset-angstrom-noun-1: 1
wn30:synset-review-verb-1: 1
wn30:synset-reviewer-noun-1: 1
wn30:synset-Colorado-noun-1: 1
wn30:synset-user-noun-1: 1
","inferred_paperdyne16
inferred_paperdyne17
inferred_OpenConf9
inferred_Cocus-214
inferred_conference-212
inferred_MyReview-218
","Main Author Co- coauthors With
Contribution File Author submits Main submitted By
is stored in Paper File Submitted
User recieved by submited submit Document
Submitted contribution has a submitted Review expertise
has Preferred Topic Research Main Paper Reviewer Secondary"
91,91,Using,4,3,"frame:Using: 3
frame:Statement: 2
frame:Businesses: 1
frame:Execute_plan: 1
frame:Being_employed: 1
frame:Locale_by_use: 1
frame:Discussion: 1
","wn30:synset-tutorial-noun-1: 3
wn30:synset-use-verb-1: 3
wn30:synset-proposal-noun-1: 2
wn30:synset-in-adverb-1: 1
wn30:synset-human-adjective-1: 1
wn30:synset-shop-noun-1: 1
wn30:synset-establish-verb-2: 1
wn30:synset-work-noun-1: 1
wn30:synset-conference-noun-1: 1
wn30:synset-volume-noun-1: 1
","wn30:synset-use-verb-1 - frame:Using - frame:Event: 3
wn30:synset-proposal-noun-1 - frame:Statement: 2
wn30:synset-work-noun-1 - frame:Being_employed: 1
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 1
wn30:synset-shop-noun-1 - frame:Locale_by_use - frame:Locale: 1
wn30:synset-establish-verb-2 - frame:Execute_plan - frame:Event: 1
wn30:synset-shop-noun-1 - frame:Businesses: 1
","wn30:synset-in-adverb-1: 1
wn30:synset-human-adjective-1: 1
","wn30:synset-tutorial-noun-1: 3
wn30:synset-volume-noun-1: 1
","inferred_conference-27
inferred_confious-234
inferred_MICRO14
inferred_MICRO15
","has tutorials Tutorial Conference volume
human is employed in institute
Tutorial Proposal applies To
Worksop Proposal applies To Work Shop"
92,92,Time_period_of_action - Discussion,2,2,"frame:Time_period_of_action: 2
frame:Discussion: 2
frame:Purpose: 1
frame:Project: 1
","wn30:synset-conference-noun-1: 2
wn30:synset-phase-noun-1: 2
wn30:synset-in-adverb-1: 1
wn30:synset-chair-noun-1: 1
wn30:synset-plan-noun-1: 1
wn30:synset-switch_over-verb-1: 1
wn30:synset-preparation-noun-1: 1
","wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 2
wn30:synset-phase-noun-1 - frame:Time_period_of_action - frame:Timespan: 2
wn30:synset-plan-noun-1 - frame:Purpose: 1
wn30:synset-plan-noun-1 - frame:Project: 1
","wn30:synset-in-adverb-1: 1
","wn30:synset-preparation-noun-1: 1
wn30:synset-switch_over-verb-1: 1
wn30:synset-chair-noun-1: 1
","inferred_paperdyne13
inferred_confious-225
","Program Comitee Chair switches Phase Of Conference Preparation
conference phase of is in"
93,93,synset-paper-noun-1,6,1,"frame:Intentionally_act: 5
frame:Membership: 5
frame:Purpose: 5
frame:Organization: 5
frame:Project: 5
frame:Being_obligated: 4
frame:Appointing: 3
frame:Means: 3
frame:Subordinates_and_superiors: 1
frame:People: 1
frame:Text: 1
frame:Submitting_documents: 1
frame:Request: 1
frame:Emotion_directed: 1
frame:Inspecting: 1
frame:Scrutiny: 1
","wn30:synset-paper-noun-1: 7
wn30:synset-committee-noun-1: 5
wn30:synset-member-noun-1: 5
wn30:synset-plan-noun-1: 5
wn30:synset-human-adjective-1: 4
wn30:synset-assignment-noun-1: 4
wn30:synset-perform-verb-1: 4
wn30:synset-by-adverb-1: 4
wn30:synset-follow-verb-1: 3
wn30:synset-procedure-noun-1: 3
wn30:synset-delegate-verb-2: 3
wn30:synset-grade-noun-2: 2
wn30:synset-lower-verb-1: 2
wn30:synset-review-verb-1: 2
wn30:synset-check-verb-1: 1
wn30:synset-person-noun-1: 1
wn30:synset-automatic-adjective-1: 1
wn30:synset-upper-adjectivesatellite-2: 1
wn30:synset-activity-noun-1: 1
wn30:synset-manually-adverb-1: 1
wn30:synset-senior-adjective-1: 1
wn30:synset-in-adverb-1: 1
wn30:synset-submission-noun-1: 1
wn30:synset-contact-noun-1: 1
wn30:synset-intensity-noun-1: 1
wn30:synset-concerned-adjective-1: 1
wn30:synset-automatically-adverb-1: 1
wn30:synset-chair-noun-1: 1
wn30:synset-presentment-noun-1: 1
wn30:synset-reviewer-noun-1: 1
wn30:synset-manual-noun-1: 1
wn30:synset-command-noun-1: 1
","wn30:synset-plan-noun-1 - frame:Purpose: 5
wn30:synset-committee-noun-1 - frame:Organization - frame:Aggregate: 5
wn30:synset-member-noun-1 - frame:Membership - frame:Being_included: 5
wn30:synset-plan-noun-1 - frame:Project: 5
wn30:synset-assignment-noun-1 - frame:Being_obligated: 4
wn30:synset-perform-verb-1 - frame:Intentionally_act - frame:Event: 4
wn30:synset-procedure-noun-1 - frame:Means: 3
wn30:synset-delegate-verb-2 - frame:Appointing - frame:Event: 3
wn30:synset-check-verb-1 - frame:Scrutiny: 1
wn30:synset-concerned-adjective-1 - frame:Emotion_directed: 1
wn30:synset-activity-noun-1 - frame:Intentionally_act - frame:Event: 1
wn30:synset-person-noun-1 - frame:People - frame:Entity: 1
wn30:synset-command-noun-1 - frame:Request - frame:Request: 1
wn30:synset-senior-adjective-1 - frame:Subordinates_and_superiors: 1
wn30:synset-check-verb-1 - frame:Inspecting - frame:Scrutiny: 1
wn30:synset-submission-noun-1 - frame:Submitting_documents - frame:Event: 1
wn30:synset-manual-noun-1 - frame:Text - frame:Entity: 1
","wn30:synset-human-adjective-1: 4
wn30:synset-by-adverb-1: 4
wn30:synset-automatically-adverb-1: 1
wn30:synset-in-adverb-1: 1
wn30:synset-manually-adverb-1: 1
wn30:synset-automatic-adjective-1: 1
wn30:synset-upper-adjectivesatellite-2: 1
","wn30:synset-paper-noun-1: 7
wn30:synset-follow-verb-1: 3
wn30:synset-review-verb-1: 2
wn30:synset-lower-verb-1: 2
wn30:synset-grade-noun-2: 2
wn30:synset-chair-noun-1: 1
wn30:synset-presentment-noun-1: 1
wn30:synset-reviewer-noun-1: 1
wn30:synset-intensity-noun-1: 1
wn30:synset-contact-noun-1: 1
","inferred_confious-248
inferred_confious-218
inferred_confious-235
inferred_confious-242
inferred_confious-220
inferred_confious-239
","bidding of reviewer paper Program Committee member human is performed by concerned activity intensity has
Program Committee member automatically assign paper Automatic Paper Assignment
assign paper is followed by Program Committee member Chair human performed assignment lower tier reviewing process
Senior Program Committee member is followed by human performed upper tier reviewing process checked in notification lower
Program Committee member Manual Paper Assignment manually assign paper
is followed by human performed Contact Person paper assignment submission process"
94,94,Building_subparts - Buildings - Discussion,2,1,"frame:Building_subparts: 2
frame:Buildings: 2
frame:Discussion: 2
frame:Connecting_architecture: 1
","wn30:synset-in-adverb-1: 2
wn30:synset-situate-verb-1: 2
wn30:synset-building-noun-1: 2
wn30:synset-conference-noun-1: 2
wn30:synset-delegate-verb-1: 1
wn30:synset-session-noun-1: 1
wn30:synset-by-adverb-1: 1
wn30:synset-hallway-noun-1: 1
wn30:synset-busy-verb-1: 1
wn30:synset-room-noun-1: 1
","wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 2
wn30:synset-building-noun-1 - frame:Buildings - frame:Entity: 2
wn30:synset-hallway-noun-1 - frame:Building_subparts: 1
wn30:synset-room-noun-1 - frame:Building_subparts: 1
wn30:synset-hallway-noun-1 - frame:Connecting_architecture - frame:Being_included: 1
","wn30:synset-in-adverb-1: 2
wn30:synset-by-adverb-1: 1
","wn30:synset-situate-verb-1: 2
wn30:synset-delegate-verb-1: 1
wn30:synset-busy-verb-1: 1
wn30:synset-session-noun-1: 1
","inferred_iasted27
inferred_iasted51
","Conference building is situated in Delegate occupied by Session room
Conference building is situated in hall"
95,95,Gizmo - Process_end - Placing - Causation - Discussion,3,1,"frame:Gizmo: 3
frame:Process_end: 3
frame:Placing: 3
frame:Causation: 3
frame:Discussion: 3
frame:Submitting_documents: 2
frame:Abounding_with: 1
frame:Fullness: 1
","wn30:synset-date-noun-1: 3
wn30:synset-put-verb-1: 3
wn30:synset-apparatus-noun-1: 3
wn30:synset-end-verb-1: 3
wn30:synset-conference-noun-1: 3
wn30:synset-submission-noun-1: 2
wn30:synset-full-adjective-1: 1
wn30:synset-paper-noun-1: 1
wn30:synset-abstract-adjective-1: 1
","wn30:synset-put-verb-1 - frame:Causation - frame:Event: 3
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 3
wn30:synset-end-verb-1 - frame:Process_end - frame:Event: 3
wn30:synset-apparatus-noun-1 - frame:Gizmo: 3
wn30:synset-put-verb-1 - frame:Placing - frame:Event: 3
wn30:synset-submission-noun-1 - frame:Submitting_documents - frame:Event: 2
wn30:synset-full-adjective-1 - frame:Fullness - frame:Attributes: 1
wn30:synset-full-adjective-1 - frame:Abounding_with - frame:Stateframe:Relation: 1
","wn30:synset-abstract-adjective-1: 1
","wn30:synset-date-noun-1: 3
wn30:synset-paper-noun-1: 1
","inferred_confious-29
inferred_confious-229
inferred_confious-27
","end date of conference setup sets
conference setup end date of full paper submission sets
end date of abstract submission conference setup sets"
96,96,synset-publisher-noun-1,2,1,"frame:Discussion: 2
","wn30:synset-publisher-noun-1: 3
wn30:synset-angstrom-noun-1: 2
wn30:synset-proceeding-noun-1: 2
wn30:synset-conference-noun-1: 2
wn30:synset-publish-verb-2: 1
","wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 2
","
","wn30:synset-publisher-noun-1: 3
wn30:synset-proceeding-noun-1: 2
wn30:synset-angstrom-noun-1: 2
wn30:synset-publish-verb-2: 1
","inferred_conference-222
inferred_conference-223
","has an ISBN a publisher Publisher Conference proceedings
Publisher issues Conference proceedings"
97,97,Activity_prepare - Sign,3,1,"frame:Activity_prepare: 4
frame:Sign: 4
frame:Causation: 3
frame:Needing: 2
frame:Required_event: 2
frame:Sending: 2
frame:Have_as_requirement: 2
frame:Statement: 1
frame:Recording: 1
frame:People: 1
frame:Getting: 1
frame:Text_creation: 1
frame:Attending: 1
frame:Using: 1
frame:Cause_change: 1
frame:Building_subparts: 1
","wn30:synset-sign-noun-1: 4
wn30:synset-fix-verb-12: 4
wn30:synset-by-adverb-1: 3
wn30:synset-send-verb-1: 2
wn30:synset-necessitate-verb-1: 2
wn30:synset-attendance-noun-1: 1
wn30:synset-hearer-noun-1: 1
wn30:synset-person-noun-1: 1
wn30:synset-write-verb-1: 1
wn30:synset-session-noun-1: 1
wn30:synset-situate-verb-1: 1
wn30:synset-obtain-verb-1: 1
wn30:synset-writer-noun-1: 1
wn30:synset-transparency-noun-2: 1
wn30:synset-yield-verb-1: 1
wn30:synset-room-noun-1: 1
wn30:synset-in-adverb-1: 1
wn30:synset-make-verb-2: 1
wn30:synset-use-verb-1: 1
wn30:synset-item-noun-1: 1
wn30:synset-record-verb-1: 1
wn30:synset-speaker-noun-1: 1
","wn30:synset-sign-noun-1 - frame:Sign - frame:Event: 4
wn30:synset-fix-verb-12 - frame:Activity_prepare: 4
wn30:synset-necessitate-verb-1 - frame:Have_as_requirement - frame:Contingency: 2
wn30:synset-necessitate-verb-1 - frame:Required_event: 2
wn30:synset-send-verb-1 - frame:Sending: 2
wn30:synset-send-verb-1 - frame:Causation - frame:Event: 2
wn30:synset-necessitate-verb-1 - frame:Needing: 2
wn30:synset-use-verb-1 - frame:Using - frame:Event: 1
wn30:synset-person-noun-1 - frame:People - frame:Entity: 1
wn30:synset-write-verb-1 - frame:Text_creation - frame:Event: 1
wn30:synset-obtain-verb-1 - frame:Getting - frame:Event: 1
wn30:synset-room-noun-1 - frame:Building_subparts: 1
wn30:synset-record-verb-1 - frame:Recording - frame:Statement: 1
wn30:synset-make-verb-2 - frame:Cause_change - frame:Event: 1
wn30:synset-make-verb-2 - frame:Causation - frame:Event: 1
wn30:synset-write-verb-1 - frame:Statement: 1
wn30:synset-attendance-noun-1 - frame:Attending - frame:Event: 1
","wn30:synset-by-adverb-1: 3
wn30:synset-in-adverb-1: 1
","wn30:synset-session-noun-1: 1
wn30:synset-situate-verb-1: 1
wn30:synset-hearer-noun-1: 1
wn30:synset-item-noun-1: 1
wn30:synset-writer-noun-1: 1
wn30:synset-speaker-noun-1: 1
wn30:synset-transparency-noun-2: 1
wn30:synset-yield-verb-1: 1
","inferred_iasted17
inferred_iasted49
inferred_iasted34
","need is prepared by used needed for writen made from send signed given to obtain prepare Item sent sign Person write
Author is prepared by Speaker prepare Transparency
Record of attendance is situated in Listener signed by Session room sign"
98,98,Buildings - Relative_time - Sending - Causation,2,1,"frame:Buildings: 2
frame:Relative_time: 2
frame:Sending: 2
frame:Causation: 2
","wn30:synset-hotel-noun-1: 2
wn30:synset-send-verb-1: 2
wn30:synset-earlier-adverb-1: 2
wn30:synset-registration-noun-1: 2
wn30:synset-deadline-noun-1: 2
wn30:synset-form-noun-1: 2
wn30:synset-reservation-noun-1: 1
","wn30:synset-hotel-noun-1 - frame:Buildings - frame:Entity: 2
wn30:synset-send-verb-1 - frame:Causation - frame:Event: 2
wn30:synset-earlier-adverb-1 - frame:Relative_time - frame:Relation: 2
wn30:synset-send-verb-1 - frame:Sending: 2
","
","wn30:synset-registration-noun-1: 2
wn30:synset-form-noun-1: 2
wn30:synset-deadline-noun-1: 2
wn30:synset-reservation-noun-1: 1
","inferred_iasted9
inferred_iasted79
","is sent before Registation deadline Registration form
is sent before Hotel registration form Deadline hotel reservation"
99,99,Adjusting,1,1,"frame:Adjusting: 2
","wn30:synset-adjust-verb-1: 2
wn30:synset-by-adverb-1: 1
wn30:synset-reviewer-noun-1: 1
wn30:synset-offer-verb-7: 1
","wn30:synset-adjust-verb-1 - frame:Adjusting - frame:Event: 2
","wn30:synset-by-adverb-1: 1
","wn30:synset-reviewer-noun-1: 1
wn30:synset-offer-verb-7: 1
","inferred_cmt-216
",adjusted By Reviewer adjust Bid
